slang,formal,In-dictionary,context,category1,category2,category3
pluk,peluk,1,"aurel cita kita sama, aku tw rasanya jd kamu pluk sini puk puk puk semangat ?",abreviasi,0,0
durhaka2,durhaka-durhaka,0,Bacot durhaka2... Ibunya yg brengsek kurang ajar ko..,reduplikasi,0,0
kpada,kepada,1,"kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun..",abreviasi,0,0
"seburuk""",seburuk-buruk,0,"kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun..",reduplikasi,0,0
ortu,orang tua,1,"kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun..",akronim,0,0
ktaa,kita,1,"kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun..",abreviasi,0,0
yup,ya,1,"yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd.",modifikasi vokal,anaptiksis,0
tdk,tidak,1,"yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd.",abreviasi,0,0
tetaplaah,tetaplah,0,"yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd.",elongasi,0,0
ajja,saja,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,zeroisasi,elongasi,0
dech,deh,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,anaptiksis,0,0
oprasi,operasi,1,Oprasi aj gya lu rel,zeroisasi,0,0
gya,gaya,1,Oprasi aj gya lu rel,abreviasi,0,0
kndung,kandung,1,"Sm mba kd ny cm 1 foto,,ayo dong posting lg sm mba kd ,,itu ibu kndung mu lho,,,",abreviasi,0,0
sbg,sebagai,1,"@cantiekmarsya ehh stupid, masa lalu cuma masa lalu, boleh jadi ibu kandung, tetapi terkadang dalam situasi tertentu wanita yg bertanggung jawab terhadap anaknya lahir dan batin sampai ia besar, maka itulah yg disebut sbg Ibu yg sesungguhnya. Bukan hanya untuk melahirkan saja, tetapi bertanggung jawab juga. Come on, Don't be stupid please!!!!",abreviasi,0,0
ksenangan,kesenangan,1,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",abreviasi,0,0
ddpt,didapat,0,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",abreviasi,0,0
jwab,jawab,1,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",abreviasi,0,0
mmbodohkan,membodohkan,1,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",abreviasi,0,0
orlaen,orang lain,0,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",akronim,0,0
bgtu,begitu,1,"@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut.",abreviasi,0,0
drpd,daripada,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",abreviasi,0,0
malem,malam,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",modifikasi vokal,0,0
aplikasiin,mengaplikasikan,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",afiksasi,0,0
berangat,berangkat,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",zeroisasi,0,0
praktekin,mempraktikkan,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",afiksasi,0,0
gmn,bagaimana,1,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",abreviasi,0,0
omdo,omong doang,0,"@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO",akronim,0,0
kate,kata,1,"Bada kiblat bgini ya ,.....Trus lu kate kd gada kasih sayang,eh cabe2 an jgn banyak songeh klo gatau jamannya,lu kan hidup d jaman asanti ...mana tau prjuangan KD,CABE LABIL@@avry_sitohang",modifikasi vokal,0,0
cabe2,cabe-cabe,0,"Bada kiblat bgini ya ,.....Trus lu kate kd gada kasih sayang,eh cabe2 an jgn banyak songeh klo gatau jamannya,lu kan hidup d jaman asanti ...mana tau prjuangan KD,CABE LABIL@@avry_sitohang",reduplikasi,0,0
prjuangan,perjuangan,1,"Bada kiblat bgini ya ,.....Trus lu kate kd gada kasih sayang,eh cabe2 an jgn banyak songeh klo gatau jamannya,lu kan hidup d jaman asanti ...mana tau prjuangan KD,CABE LABIL@@avry_sitohang",abreviasi,0,0
kmewahan,kemewahan,1,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",abreviasi,0,0
stimpal,setimpal,1,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",zeroisasi,0,0
ddpat,didapat,0,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",abreviasi,0,0
sprt,seperti,1,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",abreviasi,0,0
bc,baca,1,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",abreviasi,0,0
mnilai,menilai,1,"Klo asanti kan tinggal duduk manja ,bersenang 2,dg kmewahan yg ada(perhatian&kasih sayang stimpal dg kmewahan yg ddpat)coba klo anang bkn musisi/anggota dewan apa sanggup asanti sprt skrang??...pertanyaannya km jgn suka komentar klo gatau,..membodohkan org lain seenak jidat aj,....apa biar yg bc mnilai km pintar hai @avry_sitohang .....",abreviasi,0,0
kata2,kata-kata,0,"@sampoerno_ lo kalo ngomong gak ada sopan, jelas kata2 lo kasar semua. Santai za gak usah pake urat kalo bakso enak pake urat. Perasaan bahasa w gak sekasar bahasa lo. W sih maklum, udahh gak usahh kebanyakan OMDO, cukup liat FAKTA za dan terima kenyataan bahwa harta bukan segala2nya. Dan sekarng KD cukup serius za sama keluarganya yg skrg belajar dari pengalaman, kalo anang, aurel Dan ziel udah bisa melewati semuanya Dan menerima perselingkuhan ibunya sama org lain dan bahkan memaafkan, makannya mereka bisa bahagia sprti skrg ini. Untuk KD jgn sampe kesalahan yg sama terulang kembali, jalani hidup masing2 belajar dari kesalahan jgn sampe terulang lagi dikeluarganya yg barunya. Itu baru bener",reduplikasi,0,0
usahh,usah,1,"@sampoerno_ lo kalo ngomong gak ada sopan, jelas kata2 lo kasar semua. Santai za gak usah pake urat kalo bakso enak pake urat. Perasaan bahasa w gak sekasar bahasa lo. W sih maklum, udahh gak usahh kebanyakan OMDO, cukup liat FAKTA za dan terima kenyataan bahwa harta bukan segala2nya. Dan sekarng KD cukup serius za sama keluarganya yg skrg belajar dari pengalaman, kalo anang, aurel Dan ziel udah bisa melewati semuanya Dan menerima perselingkuhan ibunya sama org lain dan bahkan memaafkan, makannya mereka bisa bahagia sprti skrg ini. Untuk KD jgn sampe kesalahan yg sama terulang kembali, jalani hidup masing2 belajar dari kesalahan jgn sampe terulang lagi dikeluarganya yg barunya. Itu baru bener",elongasi,0,0
segala2nya,segala-galanya,1,"@sampoerno_ lo kalo ngomong gak ada sopan, jelas kata2 lo kasar semua. Santai za gak usah pake urat kalo bakso enak pake urat. Perasaan bahasa w gak sekasar bahasa lo. W sih maklum, udahh gak usahh kebanyakan OMDO, cukup liat FAKTA za dan terima kenyataan bahwa harta bukan segala2nya. Dan sekarng KD cukup serius za sama keluarganya yg skrg belajar dari pengalaman, kalo anang, aurel Dan ziel udah bisa melewati semuanya Dan menerima perselingkuhan ibunya sama org lain dan bahkan memaafkan, makannya mereka bisa bahagia sprti skrg ini. Untuk KD jgn sampe kesalahan yg sama terulang kembali, jalani hidup masing2 belajar dari kesalahan jgn sampe terulang lagi dikeluarganya yg barunya. Itu baru bener",reduplikasi,0,0
sekarng,sekarang,1,"@sampoerno_ lo kalo ngomong gak ada sopan, jelas kata2 lo kasar semua. Santai za gak usah pake urat kalo bakso enak pake urat. Perasaan bahasa w gak sekasar bahasa lo. W sih maklum, udahh gak usahh kebanyakan OMDO, cukup liat FAKTA za dan terima kenyataan bahwa harta bukan segala2nya. Dan sekarng KD cukup serius za sama keluarganya yg skrg belajar dari pengalaman, kalo anang, aurel Dan ziel udah bisa melewati semuanya Dan menerima perselingkuhan ibunya sama org lain dan bahkan memaafkan, makannya mereka bisa bahagia sprti skrg ini. Untuk KD jgn sampe kesalahan yg sama terulang kembali, jalani hidup masing2 belajar dari kesalahan jgn sampe terulang lagi dikeluarganya yg barunya. Itu baru bener",abreviasi,0,0
sprti,seperti,1,"@sampoerno_ lo kalo ngomong gak ada sopan, jelas kata2 lo kasar semua. Santai za gak usah pake urat kalo bakso enak pake urat. Perasaan bahasa w gak sekasar bahasa lo. W sih maklum, udahh gak usahh kebanyakan OMDO, cukup liat FAKTA za dan terima kenyataan bahwa harta bukan segala2nya. Dan sekarng KD cukup serius za sama keluarganya yg skrg belajar dari pengalaman, kalo anang, aurel Dan ziel udah bisa melewati semuanya Dan menerima perselingkuhan ibunya sama org lain dan bahkan memaafkan, makannya mereka bisa bahagia sprti skrg ini. Untuk KD jgn sampe kesalahan yg sama terulang kembali, jalani hidup masing2 belajar dari kesalahan jgn sampe terulang lagi dikeluarganya yg barunya. Itu baru bener",abreviasi,0,0
mkanya,makanya,1,"Lah kan situ yg bilang stupid ke org lain,...mkanya jgn suka mulai neng,...koreksi dlu sblm komen hay @avry_sitohang ....mreka sudah bhagia km aja yg suka korek2 aib org lain,.....apa pngen dipoligami anang yak?!...",abreviasi,0,0
hay,hai,1,"Lah kan situ yg bilang stupid ke org lain,...mkanya jgn suka mulai neng,...koreksi dlu sblm komen hay @avry_sitohang ....mreka sudah bhagia km aja yg suka korek2 aib org lain,.....apa pngen dipoligami anang yak?!...",homofon,subtitusi,0
mreka,mereka,1,"Lah kan situ yg bilang stupid ke org lain,...mkanya jgn suka mulai neng,...koreksi dlu sblm komen hay @avry_sitohang ....mreka sudah bhagia km aja yg suka korek2 aib org lain,.....apa pngen dipoligami anang yak?!...",zeroisasi,0,0
bhagia,bahagia,1,"Lah kan situ yg bilang stupid ke org lain,...mkanya jgn suka mulai neng,...koreksi dlu sblm komen hay @avry_sitohang ....mreka sudah bhagia km aja yg suka korek2 aib org lain,.....apa pngen dipoligami anang yak?!...",abreviasi,0,0
korek2,korek-korek,0,"Lah kan situ yg bilang stupid ke org lain,...mkanya jgn suka mulai neng,...koreksi dlu sblm komen hay @avry_sitohang ....mreka sudah bhagia km aja yg suka korek2 aib org lain,.....apa pngen dipoligami anang yak?!...",reduplikasi,0,0
ngebales,membalas,1,"@sampoerno_ siapa yg suka korek aib org? Baca dulu dong yg jelas itu kan w ngebales krna dia duluan yg menghujat aurel. W sihh gak menghujat kalo w ngomong sesuai FAKTA alias KENYATAAN. Udahh males w debat sama lo, GAK PENTING!!!!!!!",afiksasi,0,0
krna,karena,1,"@sampoerno_ siapa yg suka korek aib org? Baca dulu dong yg jelas itu kan w ngebales krna dia duluan yg menghujat aurel. W sihh gak menghujat kalo w ngomong sesuai FAKTA alias KENYATAAN. Udahh males w debat sama lo, GAK PENTING!!!!!!!",abreviasi,0,0
sihh,sih,1,"@sampoerno_ siapa yg suka korek aib org? Baca dulu dong yg jelas itu kan w ngebales krna dia duluan yg menghujat aurel. W sihh gak menghujat kalo w ngomong sesuai FAKTA alias KENYATAAN. Udahh males w debat sama lo, GAK PENTING!!!!!!!",elongasi,0,0
sasama,sesama,1,"Fakta fersi lu @avry_sitohang ,......ok lah aurel. Pan cabe juga saling suprt sasama cabe ....beda nya lu cabe ga jelas klo aurel cabe MALINKUNDANG",modifikasi vokal,0,0
dehh,deh,1,"@sampoerno_ lo mucikari anak lo cabenya, dahh elo dehh sekeluarga cabe2an Dan terong2an sekalian emak lo, nenek lo seklian lo sekeluarga",elongasi,0,0
cabe2an,cabe-cabean,0,"@sampoerno_ lo mucikari anak lo cabenya, dahh elo dehh sekeluarga cabe2an Dan terong2an sekalian emak lo, nenek lo seklian lo sekeluarga",reduplikasi,0,0
terong2an,terong-terongan,0,"@sampoerno_ lo mucikari anak lo cabenya, dahh elo dehh sekeluarga cabe2an Dan terong2an sekalian emak lo, nenek lo seklian lo sekeluarga",reduplikasi,0,0
seklian,sekalian,1,"@sampoerno_ lo mucikari anak lo cabenya, dahh elo dehh sekeluarga cabe2an Dan terong2an sekalian emak lo, nenek lo seklian lo sekeluarga",abreviasi,0,0
kluar,keluar,1,"Ahhiihi,kluar aslinya @avry_sitohang ,....",zeroisasi,0,0
tuuu,itu,1,Jadi manusia tuuu jgn bersifat iri dan dengki. Pada ngurusan org. Ngaca dulu donk,zeroisasi,elongasi,0
